[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:35] D + Space + A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A + LeftShift
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:35] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:36] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:37] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:17:38] A
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] Left Button
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:51] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space
[09:32:52] A + Space + LeftShift
[09:32:52] A + Space + LeftShift
[09:32:52] A + Space + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:52] A + LeftShift
[09:32:53] A + LeftShift
[09:32:53] A + LeftShift
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
[09:32:53] D
